designation,ra,dec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J101054.15+463126.1,152.7256638,46.5239363,16.737,0.106,10.3,8.390E-01,16.409,0.260,4.2,9.148E-01,12.393,null,1.4,9.437E-01,9.261,null,0.1,1.032E+00,5,17,1,17,1,17,1,17,null,null,null,null,null,null,null,561.127693,289.482392
J101201.83+463715.0,153.0076634,46.6208561,16.988,0.149,7.3,8.682E-01,16.495,null,1.3,9.000E-01,12.848,null,-0.3,9.812E-01,8.772,null,1.0,9.979E-01,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,561.516180,17.537978
J101105.98+463446.7,152.7749477,46.5796528,15.328,0.043,25.3,9.308E-01,15.122,0.094,11.5,8.765E-01,12.271,null,1.7,1.057E+00,8.745,null,1.7,1.025E+00,16,16,8,16,0,16,0,16,null,null,null,null,null,null,null,561.562542,313.623735
J101153.99+461904.8,152.9749978,46.3180241,16.358,0.090,12.0,9.981E-01,16.875,0.473,2.3,9.755E-01,12.746,null,0.2,7.555E-01,9.095,0.493,2.2,9.092E-01,7,13,0,13,0,13,0,13,null,null,null,null,null,null,null,561.914994,170.893779
J101118.51+463629.2,152.8271512,46.6081174,16.867,0.127,8.5,7.677E-01,16.400,null,1.6,8.370E-01,12.599,null,0.6,1.057E+00,8.723,null,1.5,9.069E-01,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,562.688887,330.487594
J101239.75+462729.6,153.1656554,46.4582486,16.035,0.069,15.6,9.322E-01,16.247,0.270,4.0,1.051E+00,12.856,null,0.1,1.003E+00,9.169,null,-1.2,9.213E-01,13,14,2,14,0,14,0,14,null,null,null,null,null,null,null,563.684309,95.011460
J101239.47+462701.1,153.1644878,46.4503208,16.670,0.104,10.4,8.740E-01,16.922,0.450,2.4,9.735E-01,12.941,null,-0.8,9.776E-01,9.248,null,-0.3,1.004E+00,5,15,0,15,0,15,0,15,null,null,null,null,null,null,null,564.104434,97.926236
J101119.66+463637.6,152.8319197,46.6104515,14.937,0.037,29.2,8.054E-01,14.275,0.054,20.1,9.348E-01,10.131,0.049,22.1,1.043E+00,8.213,0.205,5.3,1.053E+00,14,14,14,14,14,14,2,14,549070154,16.770,0.151,15.860,0.130,15.139,null,564.355876,331.950127
J101221.44+462114.3,153.0893629,46.3539926,15.589,0.051,21.2,8.802E-01,15.807,0.160,6.8,1.058E+00,12.624,null,0.7,9.673E-01,9.065,null,0.7,8.995E-01,15,16,4,16,0,16,0,16,null,null,null,null,null,null,null,565.502943,138.726178
J101121.74+461949.0,152.8406107,46.3302794,16.002,0.069,15.7,9.644E-01,15.923,0.193,5.6,8.896E-01,12.851,null,-1.3,9.128E-01,9.101,null,-1.7,9.750E-01,12,13,3,13,0,13,0,13,null,null,null,null,null,null,null,566.383917,205.647308
J101126.80+463712.9,152.8616843,46.6202688,17.204,0.172,6.3,8.055E-01,16.333,null,1.9,1.007E+00,12.674,null,0.4,1.033E+00,9.178,null,-0.8,9.314E-01,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,566.741692,340.225569
J101142.05+463745.5,152.9252230,46.6293185,16.006,0.068,16.0,9.428E-01,15.854,0.176,6.2,9.719E-01,12.831,null,-0.2,7.757E-01,8.690,null,0.8,9.493E-01,13,13,3,13,0,13,0,13,null,null,null,null,null,null,null,566.868439,356.497840
J101110.58+462102.0,152.7940917,46.3505675,16.921,0.132,8.2,7.669E-01,16.259,0.248,4.4,8.284E-01,12.154,null,2.0,8.421E-01,8.771,null,0.9,8.714E-01,0,14,0,14,0,14,0,14,null,null,null,null,null,null,null,566.884604,219.508922
J101232.52+462329.5,153.1355350,46.3915291,17.385,0.192,5.7,7.804E-01,16.588,null,1.4,1.119E+00,12.219,null,1.8,8.689E-01,8.872,null,1.0,8.490E-01,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,566.984930,120.718811
J101110.51+463537.6,152.7938033,46.5937922,13.317,0.026,41.7,9.073E-01,13.366,0.033,32.6,9.555E-01,12.915,null,0.0,9.070E-01,8.666,null,1.9,9.797E-01,15,15,15,15,0,15,0,15,549054836,13.980,0.024,13.505,0.030,13.368,0.032,566.993719,320.617225
J101221.00+463531.7,153.0875011,46.5921563,16.532,0.102,10.6,8.243E-01,16.170,0.242,4.5,8.819E-01,12.267,0.320,3.4,1.130E+00,9.259,null,-0.5,9.931E-01,7,13,1,13,1,13,0,13,null,null,null,null,null,null,null,566.997583,40.310022
J101236.34+463153.2,153.1514315,46.5314474,17.268,0.194,5.6,9.521E-01,16.704,null,0.8,9.238E-01,12.737,null,0.2,9.119E-01,9.172,null,-0.2,1.065E+00,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,567.512970,67.827592
J101233.36+462342.6,153.1390202,46.3951903,17.489,0.203,5.3,8.250E-01,17.062,null,0.2,9.308E-01,12.970,null,-0.6,9.173E-01,9.265,null,-0.5,9.736E-01,0,16,0,16,0,16,0,16,null,null,null,null,null,null,null,567.870470,119.129185
J101137.78+463742.2,152.9074317,46.6283955,17.099,0.158,6.9,8.936E-01,16.078,0.247,4.4,1.041E+00,12.702,null,0.3,8.872E-01,9.175,null,-0.5,1.107E+00,2,13,2,13,0,13,0,13,null,null,null,null,null,null,null,567.966484,352.044127
J101205.36+463709.7,153.0223577,46.6193822,17.250,0.182,6.0,9.460E-01,16.177,0.251,4.3,9.061E-01,12.709,null,0.2,8.386E-01,8.807,null,0.9,8.770E-01,1,13,1,13,0,13,0,13,null,null,null,null,null,null,null,568.596018,21.192004
J101226.05+463445.2,153.1085647,46.5792231,17.212,0.165,6.6,8.080E-01,16.348,0.255,4.3,7.857E-01,12.842,null,0.2,1.105E+00,9.157,null,-0.7,8.906E-01,2,15,2,15,0,15,0,15,null,null,null,null,null,null,null,569.648737,47.354788
J101054.27+462446.7,152.7261618,46.4129927,16.961,0.148,7.3,8.909E-01,16.739,0.438,2.5,1.056E+00,12.063,null,1.8,9.969E-01,9.233,null,-0.1,9.102E-01,1,12,1,12,0,12,0,12,null,null,null,null,null,null,null,569.847749,248.131716
J101235.51+462421.5,153.1479914,46.4059900,15.896,0.059,18.5,9.107E-01,15.787,0.156,7.0,9.345E-01,12.935,null,-1.8,9.538E-01,9.261,null,-0.5,1.007E+00,15,16,2,16,0,16,0,16,null,null,null,null,null,null,null,570.047779,114.621212
J101104.48+462157.7,152.7686882,46.3660529,16.229,0.081,13.5,8.618E-01,16.111,0.228,4.8,1.027E+00,12.824,null,-0.1,9.673E-01,8.581,null,1.4,1.031E+00,11,13,1,13,0,13,0,13,null,null,null,null,null,null,null,570.105723,227.997644
J101155.07+461857.5,152.9794691,46.3159775,17.319,0.197,5.5,9.485E-01,16.326,null,1.9,1.048E+00,12.843,null,-1.3,8.337E-01,9.094,null,0.2,9.798E-01,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,571.029057,169.908853
J101058.41+463321.2,152.7434044,46.5558926,17.350,0.177,6.1,9.495E-01,17.043,0.480,2.3,9.217E-01,12.628,null,0.7,1.026E+00,9.196,null,0.3,9.554E-01,2,16,0,16,0,15,0,15,null,null,null,null,null,null,null,571.184957,301.928159
J101234.09+462348.8,153.1420610,46.3968937,16.924,0.125,8.7,9.023E-01,16.700,0.357,3.0,8.585E-01,12.564,null,0.9,8.214E-01,8.669,0.305,3.6,1.015E+00,5,16,0,16,1,16,0,16,null,null,null,null,null,null,null,571.528792,118.222797
J101113.97+463610.3,152.8082278,46.6028860,16.164,0.071,15.4,8.619E-01,16.294,0.250,4.3,9.448E-01,12.935,null,-0.1,8.820E-01,9.275,null,-0.1,9.699E-01,14,15,0,15,0,15,0,15,549054821,16.803,0.158,16.381,0.186,16.104,0.299,571.622623,325.469803
J101237.06+462455.0,153.1544432,46.4152920,16.720,0.107,10.1,7.860E-01,16.384,0.266,4.1,8.560E-01,12.683,null,0.5,1.041E+00,9.307,null,-1.4,9.962E-01,4,15,0,15,1,15,0,15,null,null,null,null,null,null,null,571.761189,110.899227
J101128.84+461913.9,152.8701901,46.3205498,15.924,0.068,16.1,8.644E-01,15.597,0.158,6.9,9.038E-01,12.795,null,-0.7,8.950E-01,9.202,null,-0.7,1.038E+00,11,12,2,12,0,12,0,12,null,null,null,null,null,null,null,572.045993,197.461416
J101134.37+461858.0,152.8932286,46.3161317,12.470,0.024,44.9,2.322E+00,12.504,0.026,41.4,1.054E+00,12.489,null,0.7,9.011E-01,9.236,null,-0.2,9.809E-01,13,13,13,13,1,13,0,13,549069689,13.224,0.029,12.869,0.034,12.752,0.034,573.161263,191.511224
J101237.26+463144.7,153.1552653,46.5291077,16.064,0.071,15.2,8.673E-01,16.140,0.236,4.6,1.031E+00,12.707,null,0.3,8.404E-01,9.192,null,-1.6,8.943E-01,12,13,1,13,0,13,0,13,null,null,null,null,null,null,null,573.270787,68.963870
J101119.57+461952.2,152.8315730,46.3311840,15.326,0.046,23.6,8.911E-01,14.821,0.080,13.6,8.115E-01,12.469,null,0.8,1.041E+00,9.178,null,-0.3,1.077E+00,13,13,10,13,0,13,0,13,549069712,16.997,0.193,16.186,0.167,15.434,0.176,573.553355,207.812643
J101229.34+463411.1,153.1222556,46.5697610,17.405,0.204,5.3,9.192E-01,16.412,0.282,3.9,9.192E-01,12.898,null,-0.3,1.002E+00,9.226,null,-0.3,1.128E+00,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,573.612793,52.155354
J101237.63+462505.3,153.1568312,46.4181442,17.376,0.188,5.8,9.972E-01,16.737,null,0.8,9.371E-01,12.478,null,1.0,9.318E-01,9.308,null,-1.2,9.110E-01,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,573.722639,109.729538
J101118.16+462000.0,152.8256908,46.3333345,16.532,0.104,10.5,9.036E-01,15.704,0.160,6.8,9.952E-01,12.019,0.252,4.3,1.033E+00,9.142,null,0.2,1.055E+00,7,13,0,13,0,13,0,13,null,null,null,null,null,null,null,573.743466,209.465056
J101125.64+461923.3,152.8568531,46.3231567,14.665,0.035,31.2,1.613E+00,14.308,0.060,18.0,9.326E-01,11.293,0.139,7.8,9.244E-01,8.740,null,1.0,1.090E+00,12,12,12,12,2,12,0,12,null,null,null,null,null,null,null,574.044720,200.901690
J101049.84+462802.0,152.7076996,46.4672324,17.362,0.196,5.5,9.025E-01,16.906,0.455,2.4,8.660E-01,12.408,null,1.1,1.025E+00,9.252,null,-1.8,9.859E-01,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,574.342435,268.317586
J101240.01+463011.1,153.1667185,46.5030835,17.233,0.188,5.8,7.335E-01,17.053,null,-0.4,8.921E-01,12.801,null,-1.0,1.016E+00,8.602,null,1.3,9.949E-01,1,12,0,12,0,12,0,12,null,null,null,null,null,null,null,574.753526,78.745603
J101106.38+463509.7,152.7765835,46.5860524,16.174,0.071,15.3,8.891E-01,15.660,0.143,7.6,1.110E+00,12.257,null,1.8,9.414E-01,9.361,null,-0.8,9.089E-01,13,16,4,16,0,16,0,16,null,null,null,null,null,null,null,574.817796,315.567454
J101159.25+463736.5,152.9968887,46.6268292,16.044,0.070,15.6,9.395E-01,15.666,0.162,6.7,1.065E+00,12.826,null,-1.3,1.045E+00,8.755,null,1.0,9.912E-01,12,13,1,13,0,13,0,13,549074714,16.618,0.133,16.331,0.184,15.812,null,574.852099,14.357744
J101102.43+462215.0,152.7601486,46.3708477,15.059,0.039,27.9,8.613E-01,15.054,0.095,11.4,8.703E-01,12.840,null,-0.4,1.002E+00,9.234,null,0.0,1.128E+00,13,13,7,13,0,13,0,13,549055164,16.255,0.092,15.460,0.093,15.799,0.245,574.894954,230.692659
J101234.84+462355.7,153.1452015,46.3988108,15.699,0.054,20.3,1.088E+00,15.399,0.118,9.2,8.683E-01,11.929,0.217,5.0,9.052E-01,8.670,null,1.6,1.098E+00,15,15,2,15,0,15,0,15,null,null,null,null,null,null,null,575.192941,117.248790
J101145.85+463755.7,152.9410772,46.6321548,15.652,0.054,20.2,9.509E-01,15.285,0.111,9.8,9.282E-01,11.109,0.117,9.3,1.116E+00,9.135,0.467,2.3,1.036E+00,13,13,5,13,5,13,1,13,null,null,null,null,null,null,null,576.035585,0.454202
J101153.04+461849.0,152.9710064,46.3136340,16.478,0.093,11.6,8.187E-01,16.411,0.290,3.7,9.056E-01,12.304,null,1.4,9.827E-01,9.085,null,0.4,9.622E-01,8,14,1,14,0,14,0,14,null,null,null,null,null,null,null,576.085931,172.116663
J101232.36+462308.5,153.1348496,46.3857118,15.329,0.042,25.6,9.242E-01,15.344,0.107,10.2,9.096E-01,12.215,null,2.0,9.596E-01,9.259,null,-1.4,8.425E-01,16,16,5,16,0,16,0,16,null,null,null,null,null,null,null,576.574601,122.592344
J101229.06+462218.7,153.1211180,46.3718704,16.840,0.117,9.3,9.553E-01,16.083,0.213,5.1,1.064E+00,12.697,0.418,2.6,1.039E+00,9.305,null,0.1,9.907E-01,3,16,0,16,0,16,0,16,null,null,null,null,null,null,null,577.986313,128.586450
J101235.11+463247.8,153.1463154,46.5466191,15.782,0.058,18.6,8.864E-01,15.616,0.151,7.2,7.177E-01,12.416,0.369,2.9,1.001E+00,9.047,null,0.4,1.057E+00,13,13,2,13,2,13,0,13,null,null,null,null,null,null,null,578.901822,62.337673
J101236.88+462431.1,153.1536809,46.4086625,15.448,0.045,24.0,8.167E-01,15.017,0.084,12.9,8.410E-01,12.259,null,1.8,8.803E-01,9.058,null,0.6,9.552E-01,16,16,10,16,0,16,0,16,null,null,null,null,null,null,null,579.024756,113.171033
J101105.35+463505.2,152.7723302,46.5847796,15.755,0.053,20.3,8.369E-01,15.695,0.141,7.7,9.440E-01,12.551,null,1.0,9.938E-01,8.685,null,1.9,8.954E-01,16,17,4,17,0,17,0,17,549054852,16.398,0.102,15.996,0.126,15.577,0.201,579.034468,314.507263
J101156.03+463748.3,152.9834589,46.6300939,16.960,0.140,7.8,8.640E-01,16.549,0.329,3.3,7.967E-01,12.746,null,0.3,1.030E+00,9.254,null,0.0,9.458E-01,3,14,1,14,0,14,0,14,null,null,null,null,null,null,null,579.045804,10.884413
J101153.87+463753.0,152.9744900,46.6314096,16.841,0.127,8.6,7.948E-01,16.754,null,0.8,9.068E-01,12.886,null,-2.4,1.105E+00,8.901,null,0.7,9.876E-01,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,579.942145,8.644352
J101142.42+461840.4,152.9267881,46.3112306,15.695,0.053,20.3,1.142E+00,15.521,0.133,8.1,8.925E-01,12.449,0.369,2.9,1.107E+00,8.997,null,0.5,8.702E-01,14,14,2,14,1,14,0,14,null,null,null,null,null,null,null,580.132846,183.057074
J101139.81+461841.4,152.9159044,46.3115159,16.782,0.124,8.8,7.560E-01,16.662,0.381,2.8,8.574E-01,12.582,null,0.5,9.439E-01,9.192,null,-1.5,9.833E-01,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,581.175717,185.727793
J101202.65+463733.1,153.0110737,46.6258855,17.172,0.169,6.4,9.940E-01,16.881,0.484,2.2,1.057E+00,12.468,0.385,2.8,9.347E-01,8.878,null,0.8,9.444E-01,2,13,0,13,1,13,0,13,null,null,null,null,null,null,null,581.329184,17.790911
J101226.40+462141.8,153.1100373,46.3616195,16.864,0.116,9.4,7.909E-01,16.588,0.313,3.5,9.736E-01,13.024,null,-1.0,9.617E-01,9.257,0.479,2.3,9.516E-01,4,17,0,17,0,17,0,17,null,null,null,null,null,null,null,581.412261,133.125344
J101224.06+462116.4,153.1002623,46.3545671,16.940,0.130,8.3,9.728E-01,16.245,0.231,4.7,1.019E+00,12.458,null,1.2,9.554E-01,9.159,null,0.3,9.422E-01,6,16,1,16,0,16,0,16,null,null,null,null,null,null,null,582.176995,136.585107
J101240.13+462558.6,153.1672295,46.4329668,16.977,0.136,8.0,8.251E-01,17.021,0.475,2.3,7.787E-01,12.921,null,-0.7,9.077E-01,8.722,null,1.5,1.011E+00,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,582.820691,103.923677
J101232.42+463343.7,153.1350837,46.5621481,16.046,0.069,15.7,8.776E-01,15.275,0.110,9.9,1.127E+00,12.792,null,0.2,1.187E+00,8.713,null,1.4,1.023E+00,12,14,6,14,0,14,0,14,null,null,null,null,null,null,null,583.419174,56.195196
J101239.25+463117.9,153.1635492,46.5216639,13.109,0.027,40.9,1.313E+00,12.881,0.028,39.3,9.030E-01,11.183,0.120,9.1,8.427E-01,9.067,null,0.3,9.476E-01,13,13,13,13,4,13,0,13,549090029,14.708,0.041,14.039,0.043,13.512,0.041,583.789905,72.140506
J101055.64+462343.4,152.7318467,46.3953895,16.664,0.115,9.4,9.419E-01,16.506,null,1.2,1.067E+00,12.791,null,-1.0,9.922E-01,9.049,null,0.3,9.464E-01,2,12,0,12,0,12,0,12,null,null,null,null,null,null,null,584.046919,241.836661
J101059.08+462245.4,152.7461877,46.3792845,17.000,0.145,7.5,8.620E-01,16.683,0.385,2.8,8.368E-01,12.842,null,-0.7,9.332E-01,9.175,null,-0.9,9.579E-01,4,13,0,13,0,13,0,13,null,null,null,null,null,null,null,584.151703,235.158523
J101240.50+463034.0,153.1687571,46.5094529,16.243,0.083,13.1,1.012E+00,16.301,0.286,3.8,8.859E-01,12.288,null,1.2,1.033E+00,9.085,null,-0.2,9.715E-01,9,12,0,12,1,12,0,12,null,null,null,null,null,null,null,584.517149,76.634674
J101221.40+462047.8,153.0892058,46.3466202,17.504,0.207,5.2,7.822E-01,16.941,null,0.5,9.142E-01,12.403,null,1.4,9.099E-01,9.149,0.431,2.5,1.048E+00,1,16,0,16,0,16,0,16,null,null,null,null,null,null,null,585.495736,140.464784
J101225.00+462120.3,153.1041807,46.3556396,16.983,0.135,8.0,9.071E-01,16.804,0.401,2.7,8.375E-01,12.668,null,0.6,9.699E-01,8.772,null,1.4,8.331E-01,2,16,1,16,0,16,0,16,null,null,null,null,null,null,null,586.124436,135.633556
J101048.89+462914.0,152.7037117,46.4872427,17.170,0.164,6.6,9.722E-01,16.587,0.322,3.4,9.317E-01,12.977,null,-1.0,1.013E+00,8.821,null,1.1,1.085E+00,1,16,1,16,0,16,0,16,null,null,null,null,null,null,null,586.372733,275.402076
J101213.54+463649.3,153.0564514,46.6137194,15.967,0.067,16.3,1.321E+00,16.036,0.224,4.8,7.955E-01,12.507,0.419,2.6,9.385E-01,8.935,0.444,2.4,8.752E-01,10,13,1,12,1,13,0,13,null,null,null,null,null,null,null,586.506667,29.619708
J101240.36+463049.3,153.1681783,46.5137029,16.452,0.097,11.2,8.165E-01,16.416,null,1.4,9.404E-01,12.784,null,0.0,8.536E-01,8.936,null,0.3,1.011E+00,6,12,0,12,0,12,0,12,null,null,null,null,null,null,null,586.812043,75.148122
J101048.58+462810.0,152.7024360,46.4694486,16.550,0.102,10.7,8.908E-01,16.961,0.495,2.2,9.498E-01,12.850,0.538,2.0,1.099E+00,9.319,null,-0.5,1.224E+00,7,13,1,13,0,13,0,13,null,null,null,null,null,null,null,587.188973,269.136865
J101234.21+462318.5,153.1425660,46.3884801,16.970,0.135,8.0,7.323E-01,16.171,0.218,5.0,9.350E-01,12.762,0.474,2.3,9.213E-01,9.246,null,-0.8,9.069E-01,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,587.602241,120.764237
J101100.39+463420.3,152.7516571,46.5723184,16.483,0.086,12.7,8.843E-01,16.049,0.191,5.7,9.930E-01,12.226,0.270,4.0,9.221E-01,8.913,null,0.8,9.299E-01,11,17,0,17,1,17,0,16,null,null,null,null,null,null,null,588.147540,307.883604
J101159.33+463750.3,152.9972317,46.6306643,14.341,0.030,35.7,9.665E-01,14.205,0.050,21.7,8.597E-01,12.530,null,0.7,1.124E+00,8.742,null,1.1,8.849E-01,14,14,14,14,0,13,0,14,549074704,15.279,0.039,14.661,0.044,14.419,0.069,588.441397,14.103405
J101056.21+462323.1,152.7342495,46.3897609,16.215,0.078,13.8,8.679E-01,16.300,0.271,4.0,9.010E-01,12.791,null,-1.0,1.053E+00,9.230,null,-0.8,9.348E-01,11,13,0,13,0,12,0,13,549055135,17.184,0.198,15.998,0.131,15.839,null,588.767839,239.824890
J101107.30+463540.0,152.7804320,46.5944714,16.397,0.085,12.8,8.833E-01,16.006,0.194,5.6,1.168E+00,12.659,null,0.7,9.383E-01,8.773,null,1.3,9.519E-01,9,16,3,16,0,16,1,16,null,null,null,null,null,null,null,590.404395,318.290316
J101147.03+461829.5,152.9459782,46.3082013,13.636,0.026,41.8,9.244E-01,13.729,0.038,28.6,9.337E-01,12.429,null,1.0,8.516E-01,9.036,null,0.4,1.064E+00,14,14,14,14,0,14,0,14,549069672,14.224,0.028,13.836,0.031,13.686,0.044,590.452978,178.371357
J101048.31+462752.9,152.7013055,46.4647067,16.767,0.119,9.2,1.031E+00,16.843,0.472,2.3,9.964E-01,12.336,0.337,3.2,9.920E-01,9.288,0.529,2.1,1.047E+00,4,13,1,13,0,13,0,13,null,null,null,null,null,null,null,590.545333,267.485574
J101222.80+463547.1,153.0950046,46.5964407,16.907,0.138,7.9,8.220E-01,16.560,0.337,3.2,7.531E-01,12.358,null,1.1,9.623E-01,8.889,null,0.5,9.979E-01,6,13,0,13,0,13,0,13,null,null,null,null,null,null,null,590.789721,40.710629
J101221.74+463557.0,153.0905893,46.5991727,17.389,0.199,5.4,1.374E+00,16.634,0.367,3.0,9.706E-01,12.823,null,-0.2,9.159E-01,8.522,null,1.9,9.916E-01,2,13,1,13,0,13,0,13,null,null,null,null,null,null,null,591.275373,39.286568
J101142.28+461829.3,152.9261829,46.3081426,16.022,0.067,16.3,9.006E-01,15.726,0.159,6.8,8.994E-01,12.115,null,1.9,9.556E-01,9.263,null,-0.3,9.630E-01,13,14,1,14,0,14,0,14,null,null,null,null,null,null,null,591.314643,183.145420
J101148.22+463810.7,152.9509310,46.6363223,17.153,0.166,6.5,8.539E-01,15.984,0.201,5.4,8.957E-01,12.552,null,0.6,9.236E-01,8.726,null,1.4,1.040E+00,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,591.729876,2.801684
J101138.28+461832.2,152.9095155,46.3089714,16.563,0.102,10.6,7.516E-01,15.862,0.184,5.9,9.842E-01,12.089,0.284,3.8,8.401E-01,8.730,null,1.2,1.006E+00,7,13,1,13,1,13,1,13,null,null,null,null,null,null,null,592.058243,187.169627
J101126.81+463739.9,152.8617181,46.6277532,16.556,0.106,10.3,7.941E-01,16.569,0.333,3.3,9.041E-01,12.841,null,-1.5,9.557E-01,8.933,null,0.7,1.009E+00,5,13,1,13,0,13,0,13,null,null,null,null,null,null,null,592.131159,341.117664
J101145.94+463811.9,152.9414534,46.6366573,15.325,0.045,24.1,9.015E-01,14.908,0.086,12.6,8.363E-01,11.714,0.194,5.6,9.348E-01,9.078,0.491,2.2,1.108E+00,13,13,9,13,0,13,0,13,null,null,null,null,null,null,null,592.252010,0.531693
J101224.90+463529.7,153.1037900,46.5915928,17.292,0.197,5.5,8.823E-01,16.376,null,1.9,9.233E-01,12.264,null,1.4,8.690E-01,8.864,null,0.4,1.006E+00,1,13,1,13,0,13,0,13,null,null,null,null,null,null,null,592.447517,43.405516
J101240.75+462544.8,153.1698261,46.4291163,17.243,0.170,6.4,9.073E-01,17.062,0.492,2.2,9.177E-01,12.925,null,-0.2,8.538E-01,9.151,null,0.2,8.514E-01,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,592.563186,105.072095
J101101.20+463438.3,152.7550101,46.5773199,17.317,0.167,6.5,8.050E-01,16.790,null,1.0,9.344E-01,12.780,0.456,2.4,9.618E-01,8.793,null,1.1,9.783E-01,0,17,0,17,1,17,0,17,null,null,null,null,null,null,null,592.924280,309.750558
J101135.54+461835.0,152.8981020,46.3097245,15.250,0.043,25.3,8.046E-01,14.999,0.092,11.9,8.252E-01,11.795,0.220,4.9,8.729E-01,9.103,0.501,2.2,1.187E+00,13,13,9,13,0,13,0,13,null,null,null,null,null,null,null,593.582434,189.921601
J101239.61+462503.1,153.1650804,46.4175357,17.031,0.141,7.7,1.038E+00,16.040,0.201,5.4,9.298E-01,12.471,null,1.1,1.077E+00,9.286,null,-1.7,9.650E-01,2,15,2,15,0,15,0,15,null,null,null,null,null,null,null,593.739905,109.256162
J101210.88+461926.8,153.0453465,46.3241139,17.210,0.181,6.0,6.909E-01,16.387,null,1.8,9.706E-01,12.776,0.506,2.1,1.026E+00,8.991,null,0.4,8.678E-01,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,594.494377,153.655805
J101151.67+463811.2,152.9653005,46.6364565,14.848,0.036,30.2,1.011E+00,14.351,0.054,20.0,8.239E-01,11.206,0.118,9.2,1.006E+00,9.019,0.424,2.6,1.031E+00,14,14,14,14,5,14,0,14,549070208,16.857,0.162,16.006,0.152,15.352,0.168,595.014192,6.217564
J101241.97+462628.2,153.1749162,46.4411860,16.077,0.068,15.9,9.262E-01,15.786,0.155,7.0,1.027E+00,11.732,0.184,5.9,9.487E-01,8.945,null,0.7,8.554E-01,13,15,1,15,2,15,0,15,null,null,null,null,null,null,null,595.047697,100.711581
J101216.03+461955.8,153.0668217,46.3321832,17.048,0.154,7.1,9.040E-01,17.000,0.496,2.2,8.217E-01,12.754,null,0.3,8.772E-01,8.753,null,1.3,9.504E-01,3,14,0,14,0,14,0,14,null,null,null,null,null,null,null,595.169113,147.799402
J101242.02+463010.9,153.1751233,46.5030330,17.103,0.165,6.6,9.719E-01,16.541,0.362,3.0,9.035E-01,12.368,null,1.0,9.696E-01,9.109,null,-0.3,1.060E+00,2,12,0,12,0,12,0,12,null,null,null,null,null,null,null,595.171175,79.148306
J101238.24+462420.7,153.1593648,46.4057545,16.776,0.110,9.8,8.383E-01,16.572,0.321,3.4,1.025E+00,12.730,0.435,2.5,9.826E-01,8.917,null,0.9,8.809E-01,6,16,0,16,1,16,0,16,null,null,null,null,null,null,null,596.139744,113.557953
J101058.75+462228.0,152.7447993,46.3744618,16.538,0.103,10.6,9.749E-01,16.457,0.318,3.4,8.938E-01,12.816,null,-0.7,8.834E-01,9.113,null,-1.2,1.144E+00,6,13,1,13,0,13,0,13,null,null,null,null,null,null,null,597.056451,233.983071
J101226.88+463516.2,153.1120017,46.5878603,16.175,0.070,15.4,1.024E+00,16.531,0.305,3.6,8.148E-01,12.925,null,-1.0,8.957E-01,9.258,null,-0.1,8.864E-01,11,15,0,15,0,15,0,15,null,null,null,null,null,null,null,597.178514,45.707241
J101059.61+463424.7,152.7483984,46.5735420,15.697,0.051,21.3,1.225E+00,15.645,0.131,8.3,1.042E+00,12.610,null,0.7,9.082E-01,8.780,null,1.3,8.936E-01,17,17,4,17,0,17,0,16,null,null,null,null,null,null,null,597.222685,307.744143
